trail_id,name,city,region_name,length_km,ascent,descent,deepest_point,highest_point,unit,duration_minutes,difficulty,season,route_type,aktivitat,angebot,thema
789,Riffelalp – Zermatt Winkelmatten,Wallis,Mattertal,4.1,29,568,1658,2222,m,95,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Panorama']"
787,Zermatt – Zmutt – Furi,Wallis,Mattertal,4.7,394,144,1616,1945,m,125,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",[]
785,Zermatt Rotenboden – Riffelberg,Wallis,Mattertal,2.3,15,248,2576,2816,m,50,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Panorama', 'See', 'Schlitteln', 'Höhenweg']"
783,Zermatt – Findeln – Sunnegga,Wallis,Mattertal,6.7,707,22,1602,2290,m,190,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Panorama']
781,Winterwanderung Raten – Gottschalkenberg (Bellevue),Zentralschweiz,Zugerland,5.9,126,126,1077,1163,m,110,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],['Verpflegung'],['Familie']
779,Schneeschuhtour Muottas Muragl (Philosophenweg),Graubünden,Oberengadin,3.1,186,186,2415,2558,m,100,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Gipfel', 'Panorama', 'Schlitteln', 'Höhenweg']"
777,Muottas Muragl – Philosophenweg (Pontresina),Graubünden,Oberengadin,6.9,410,411,2343,2751,m,170,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Schlitteln', 'Höhenweg']"
775,Waldegg (Beatenberg / Interlaken) – Habkern,Bern,Thunersee,7.1,274,404,1072,1409,m,150,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Panorama']
773,Raten – Gottschalkenberg – Bellevue – Raten,Zentralschweiz,Zugerland,5.3,155,155,1077,1159,m,125,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Familie']
771,Hasliberg Käserstatt – Mägisalp (Meiringen),Bern,Haslital,3,52,180,1689,1849,m,60,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Schlitteln', 'Höhenweg']"
769,Winterwanderung Männlichen – Kleine Scheidegg,Bern,Jungfrauregion,5.4,236,398,1880,2223,m,125,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Höhenweg']"
767,Grütschalp (Lauterbrunnen) – Winteregg – Mürren,Bern,Lauterbrunnental,4.4,177,31,1492,1638,m,90,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Höhenweg']"
765,Davos Frauenkirch – Sertigtal – Sertig Dörfli,Graubünden,Davos,7.5,364,14,1509,1864,m,155,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Panorama', 'Tal']"
763,Davos Frauenkirch – Lengmatta – Davos Glaris,Graubünden,Davos,4.7,127,192,1439,1590,m,90,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Familie']
761,Parpan (Valbella / Lenzerheide) – Tschuggen – Mittelberg,Graubünden,Vaz/Obervaz,7.1,185,184,1493,1672,m,140,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Panorama']
759,Davos – Dischmatal,Graubünden,Davos,5.7,180,41,1554,1699,m,110,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Fluss', 'Tal']"
757,Pontresina – Val Roseg – Pontresina,Graubünden,Oberengadin,13.7,242,242,1773,1998,m,250,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Fluss', 'Panorama', 'Gletscher', 'Tal']"
755,Schwarzwaldalp (Rosenlauital) – Grosse Scheidegg,Bern,Haslital,11.1,608,608,1451,2006,m,320,WT3,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Schlitteln', 'Tal']"
753,First (Grindelwald) – Faulhorn – Bussalp,Bern,Grindelwald,10,585,959,1791,2661,m,275,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Gipfel', 'Panorama', 'See', 'Schlitteln', 'Höhenweg']"
751,Holzegg – Zwäcken – Furggelen – Brunni (Alpthal),Zentralschweiz,Mythenregion,7.3,368,682,1089,1655,m,230,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Gipfel', 'Panorama', 'Gratweg']"
749,Axalp (Brienz),Bern,Brienzersee,5.2,260,260,1521,1635,m,140,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],['Verpflegung'],"['Familie', 'Themenweg', 'Schlitteln']"
745,Riederalp,Wallis,Aletsch,5.7,27,459,1901,2333,m,105,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Höhenweg']"
743,Schindellegi-Feusisberg – Etzel – St. Meinrad – Luegeten,Zentralschweiz,Schwyz,9.9,375,524,602,1097,m,175,T1,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle', 'Alp-BnB', 'Hofladen']","['Gipfel', 'Familie', 'Panorama', 'Themenweg', 'Schiff']"
739,Chäserrugg im Toggenburg,Ostschweiz,Toggenburg,3,137,137,2167,2260,m,65,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Gipfel', 'Familie', 'Panorama', 'Schlitteln', 'Höhenweg']"
737,Davos Platz – Schatzalp – Strela Alp,Graubünden,Davos,3.6,374,80,1556,1914,m,100,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Schlitteln']"
735,Mergoscia – Corippo – Lavertezzo (Verzascatal),Tessin,Verzascatal,7.6,381,574,481,890,m,155,T2,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Fluss', 'Top-Touren']"
733,Tenero – Locarno – Ascona,Tessin,Ascona / Locarno,13.9,41,36,195,206,m,200,T1,"['Jan', 'Feb', 'Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov', 'Dez']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'See', 'Flachwandern']"
731,Weglosen – Druesberghütte (Hoch-Ybrig),Zentralschweiz,Schwyz,9.5,544,544,1038,1582,m,220,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung']","['Familie', 'Schlitteln']"
729,Lenk Betelberg – Leiterli,Bern,Simmental,4.7,297,298,1839,2001,m,120,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Panorama', 'Schlitteln']"
727,Sentiero Collina Alta (Locarno / Ascona),Tessin,Ascona / Locarno,6.8,338,258,399,643,m,120,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Höhenweg']"
725,Kandersteg – Höh Trail,Bern,Kandertal,3.2,161,161,1170,1315,m,95,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Panorama']
723,Lenk – Iffigfall,Bern,Simmental,12,277,277,1064,1284,m,285,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Fluss']
721,Bruggerenwald – Hochalp (Urnäsch),Ostschweiz,Appenzell,4.8,346,346,1194,1525,m,160,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Panorama', 'Schlitteln']"
719,Lenzerheide – Val Sporz,Graubünden,Vaz/Obervaz,5.2,264,266,1436,1631,m,145,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Panorama']
717,Rätikon Panoramatour: St. Antönien – Stelserberg,Graubünden,Prättigau,9.2,640,585,1416,2041,m,300,WT3,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Panorama', 'See']"
715,Pontresina – Celerina (St. Moritz),Graubünden,Oberengadin,4.5,84,121,1712,1778,m,105,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Familie']
713,Grüsch-Danusa Panoramaweg,Graubünden,Prättigau,4.5,192,191,1708,1783,m,100,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Höhenweg']"
711,Bergün – Latsch – Bergün,Graubünden,Albula,6.6,273,273,1372,1617,m,140,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Schlitteln']"
709,Zugerberg,Zentralschweiz,Zugerland,10.2,236,235,925,1022,m,195,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],['Verpflegung'],"['Familie', 'Panorama', 'Schlitteln', 'Höhenweg']"
707,Cardada – Cimetta,Tessin,Ascona / Locarno,5.3,363,363,1330,1671,m,165,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Gipfel', 'Panorama']"
705,Wengen – Leiterhorn Trail,Bern,Jungfrauregion,5.5,262,262,1275,1524,m,150,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Höhenweg']"
703,Amden Arvenbüel – Egg,Ostschweiz,,4.3,264,264,1235,1470,m,130,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Panorama']
701,Arosa Maran – Prätschalp – Arosa,Graubünden,Arosa,4.1,150,151,1862,2005,m,105,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Panorama', 'See']"
699,Prättigau: St. Antönien – Pany,Graubünden,Prättigau,8.5,492,653,1237,1881,m,260,WT3,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Panorama']
697,Euthal (Sihlsee): Chlosterweid-Schneeschuhtrail,Zentralschweiz,Schwyz,6.1,219,219,892,1109,m,155,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Verpflegung', 'Alp-Beizli']",[]
695,"Gantrisch: Gurnigel, Stierenhütte – Selibüel",Bern,Berner Oberland,4.1,190,190,1597,1747,m,110,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Verpflegung', 'Alp-Beizli']",['Panorama']
693,Klewenalp – Stockhütte,Zentralschweiz,Nidwalden,5.3,25,340,1278,1597,m,115,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Panorama']
691,Falera – Curnius (Flims/Laax),Graubünden,Flims Laax Falera,3.8,411,23,1241,1637,m,125,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Panorama']
683,Zürich – Elefantenbach – Stöckentobel – Werenbachtobel,Zürich,Stadt Zürich,7,204,204,451,615,m,110,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",Rundtour,['Wandern'],['Feuerstelle'],"['Familie', 'Fluss', 'Schlucht']"
635,Seelisberg – Risletenschlucht – Beckenried,Zentralschweiz,Nidwalden,9.8,268,605,436,802,m,175,T2,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Familie', 'See', 'Schlucht', 'Schiff']"
631,Alp Sigel – Sämtisersee – Plattenbödeli – Brülisau,Ostschweiz,Appenzell,7.7,86,753,924,1609,m,130,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle', 'Alp-BnB']","['See', 'Bergsee']"
625,Malosen (Alptal) – Haggenegg – Mostelegg – Herrenboden (Sattel) – Rothenthurm,Zentralschweiz,Mythenregion,12.7,565,676,923,1414,m,230,T2,"['Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle']","['Familie', 'Panorama', 'Höhenweg']"
615,Visp – Visperterminen (Reblehrpfad),Wallis,Rhonetal,7.9,762,53,648,1357,m,165,T2,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Themenweg']"
607,Monstein Davos – Fanezfurgga – Sertig Dörfli,Graubünden,Davos,12.1,998,750,1615,2579,m,275,T2,"['Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB']","['Pass', 'Panorama']"
601,Alto Malcantone: Kastanienweg,Tessin,Lugano,10.9,409,439,681,899,m,180,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle', 'Alp-BnB']","['Familie', 'Panorama', 'Themenweg']"
685,Gstaad – Saanen,Bern,Gstaad / Saanenland,3,6,46,1010,1050,m,50,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Fluss', 'Flachwandern']"
681,Hasliberg – Brünigpass Panoramaweg,Bern,Haslital,10,379,436,983,1262,m,210,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Höhenweg']"
689,Schneeschuhtour Pizol Pardiel – Laufböden,Ostschweiz,Sarganserland,3.5,610,10,1622,2222,m,155,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']",['Panorama']
687,Sedrun – Disentis,Graubünden,Surselva,9.5,158,470,1130,1442,m,180,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Familie']
679,Kleine Scheidegg – Alpiglen – Brandegg,Bern,Jungfrauregion,6.9,13,737,1337,2061,m,130,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Schlitteln', 'Höhenweg']"
677,Oeschinensee (Kandersteg),Bern,Kandertal,3.3,129,129,1591,1687,m,70,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],['Verpflegung'],"['Familie', 'Schlitteln']"
673,Adelboden Hörnliweg – Hörnli – Taubenfels,Bern,Adelboden,6,250,250,1348,1579,m,125,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama']"
675,Eggli – Gstaad,Bern,Gstaad / Saanenland,7.5,16,523,1041,1557,m,135,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Schlitteln']"
637,Toggenburger Sagenweg: Alp Sellamatt (Alt St. Johann),Ostschweiz,Toggenburg,9.9,329,329,1390,1562,m,200,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Themenweg', 'Höhenweg']"
655,Sörenberg Rossweid – Schwarzenegg – Rossweid,Zentralschweiz,Entlebuch,2.6,131,130,1423,1533,m,60,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Familie']
667,Hoch-Ybrig Laucheren – Fuederegg – Seeblisee,Zentralschweiz,Schwyz,4.6,124,124,1431,1487,m,90,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],['Verpflegung'],"['Familie', 'Panorama', 'Schlitteln', 'Höhenweg']"
669,Stoos – Fronalpstock,Zentralschweiz,Schwyz,8.5,748,748,1270,1912,m,275,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Gipfel', 'Panorama', 'Schlitteln', 'Höhenweg']"
645,Panoramahöhenweg Pizol,Ostschweiz,Sarganserland,3.4,146,146,2184,2243,m,75,,"['Jan', 'Feb', 'Mar', 'Dez']",,['Winterwandern'],['Verpflegung'],"['Familie', 'Panorama', 'Höhenweg']"
659,Sörenberg – Blattenegg – Salwideli,Zentralschweiz,Entlebuch,8.2,453,343,1236,1636,m,230,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB']",['Pass']
653,Sörenberg Rossweid – Salwideli – Kemmeriboden-Bad,Zentralschweiz,Entlebuch,9.1,71,557,975,1463,m,170,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB']",[]
671,Weisshorn – Sattelhütte – Arosa,Graubünden,Arosa,10.4,34,938,1738,2642,m,200,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']",['Panorama']
661,Flumserberg (Tannenbodenalp) – Crappa-Rundweg,Ostschweiz,Sarganserland,3.2,104,106,1349,1450,m,65,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Panorama']"
665,Melchsee-Frutt – Tannalp,Zentralschweiz,Obwalden,9.6,167,167,1894,1985,m,180,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Panorama', 'See']"
643,Braunwald – Schwettiberg – Grotzenbüel,Ostschweiz,Glarnerland,3.3,321,16,1256,1574,m,85,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Schlitteln']"
657,Sörenberg – Panorama-Rundweg,Zentralschweiz,Entlebuch,3.7,148,147,1151,1291,m,75,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama']"
639,Braunwald: Grotzenbüel – Ortstockhaus – Gumen,Ostschweiz,Glarnerland,4.1,416,71,1560,1905,m,115,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama', 'Höhenweg']"
647,Ristis (Engelberg) – Rigidalalp – Brunnihütte,Zentralschweiz,Engelberg,3,275,16,1597,1857,m,75,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Panorama', 'Schlitteln', 'Höhenweg']"
651,Mörlialp,Zentralschweiz,Obwalden,4,109,109,1264,1353,m,80,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Schlitteln']"
663,Flumserberg (Tannenbodenalp) – Prodalp,Ostschweiz,Sarganserland,7.9,369,369,1374,1684,m,175,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Familie']
599,Panoramaweg Parsenn: Gotschnagrat – Parsennhütte – Stn. Höhenweg,Graubünden,Davos,7.2,181,243,2200,2322,m,115,T2,"['Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Panorama', 'Höhenweg', 'Top-Touren']"
597,Ebenalp – Schäfler – Meglisalp – Seealpsee – Wasserauen,Ostschweiz,Appenzell,14.4,808,1532,868,1917,m,330,T3,"['Jul', 'Aug', 'Sep', 'Okt']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle', 'Alp-BnB', 'Hofladen']","['Gipfel', 'Panorama', 'See', 'Höhenweg', 'Gratweg', 'Mehrtagestour', 'Bergsee']"
633,Schneeschuhtour zur Leglerhütte,Ostschweiz,Glarnerland,11.3,734,734,1599,2297,m,365,WT3,"['Jan', 'Feb', 'Dez']",Rundtour,['Schneeschuh'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung']",[]
629,Andermatt – Nätschen,Zentralschweiz,Urnerland,6,420,13,1436,1843,m,135,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Schlitteln']"
591,Schwägalp – Kronberg – Appenzell,Ostschweiz,Appenzell,14,514,1076,786,1658,m,260,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Gipfel', 'Panorama', 'Höhenweg', 'Gratweg', 'Top-Touren']"
627,Andermatt – Hospental – Realp (Urserental),Zentralschweiz,Urnerland,9.3,168,66,1430,1539,m,175,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Fluss']"
623,Realp – Albert-Heim-Hütte – (Tiefenbach) – Realp,Zentralschweiz,Urnerland,15.7,1008,1007,1537,2522,m,485,WT3,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung']",[]
619,Einsiedeln – Altmatt – Rothenthurm (Hochmoor),Zentralschweiz,Schwyz,8.6,224,180,882,1054,m,165,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Familie']
621,Rigi Kulm – Staffel – Kaltbad-First – Rigi Klösterli,Zentralschweiz,Rigi,6.2,38,499,1290,1751,m,120,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Gipfel', 'Familie', 'Panorama', 'Schlitteln', 'Höhenweg']"
589,Rund um den Silsersee,Graubünden,Oberengadin,17.1,482,482,1797,2016,m,275,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Familie', 'See', 'Schiff', 'Top-Touren', 'Bergsee']"
585,Bündner Herrschaft: Landquart – Malans – Jenins – Heididorf – Fläsch,Graubünden,,12.2,271,277,517,678,m,185,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Familie', 'Panorama', 'Flachwandern']"
617,Schneeschuhtour Gerschnialp (Engelberg) – Untertrübsee – Gerschnialp,Zentralschweiz,Engelberg,5.7,174,174,1193,1267,m,135,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Höhenweg']"
605,Monbiel – Alp Garfiun – Klosters,Graubünden,Prättigau,10.4,101,220,1182,1371,m,185,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']",[]
613,Schneeschuhtour Oberberg St. Karl – Sternenegg – Altberg – St. Karl,Zentralschweiz,Schwyz,7.5,437,433,1151,1517,m,220,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Verpflegung', 'Alp-Beizli']",['Panorama']
611,Schneeschuhtour zur Alp Flix im Parc Ela,Graubünden,Surses,6.3,385,384,1623,2003,m,190,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB']",['Fluss']
583,Weinterrassen von Lavaux: St. Saphorin – Lutry,Westschweiz,,11.2,409,391,385,534,m,185,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Schiff', 'Top-Touren']"
609,Schneeschuhtour zur Spitzmeilenhütte,Ostschweiz,Sarganserland,9.4,452,451,1791,2111,m,260,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB']",[]
603,Klosters – Berghaus Alpenrösli – Klosters,Graubünden,Prättigau,4.5,264,263,1192,1449,m,105,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Schlitteln']"
