trail_id,name,city,region_name,length_km,ascent,descent,deepest_point,highest_point,unit,duration_minutes,difficulty,season,route_type,aktivitat,angebot,thema
116560,"Glaspass (Heinzenberg, Naturpark Beverin) – Glaser Grat – Lüschersee – Glaspass",Graubünden,Rheinwald/Viamala,5.6,347,345,1828,2123,m,115,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle', 'Hofladen']","['Pass', 'Panorama', 'Themenweg', 'Höhenweg', 'Gratweg', 'Naturwunder', 'Top-Touren', 'Bergsee']"
112021,"Neuenburgersee, Portalban – Pfahlbaudorf Gletterens – Estavayer-le-Lac",Westschweiz,Fribourg,14,95,62,430,465,m,205,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'See', 'Themenweg', 'Flachwandern', 'Schiff', 'Naturwunder']"
111254,Niederbauen (Emmetten) – Hundschopf – Niederbauen Chulm – Alp Tritt – Niederbauen,Zentralschweiz,Nidwalden,5.7,435,437,1570,1922,m,135,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Hofladen']","['Gipfel', 'Panorama', 'Schiff']"
110709,"Niederhorn Panoramaweg, Niederhorn – Gemmenalphorn – Beatenberg Waldegg",Bern,Thunersee,10.6,352,1091,1201,2063,m,205,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Gipfel', 'Panorama', 'Höhenweg', 'Gratweg', 'Top-Touren']"
108731,Derborence – Pas de Cheville – Anzeindaz / Anzeide – Col des Essets – Pont de Nant – Les Plans-sur-Bex,Westschweiz,Waadt,14.9,797,1175,1088,2051,m,310,T2,"['Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB', 'Hofladen']","['Fluss', 'Pass', 'Panorama', 'See', 'Mehrtagestour', 'Naturwunder', 'Top-Touren', 'Bergsee']"
107910,Nufenenpass (Cruina) – Lago delle Pigne – Capanna Piansecco – Ronco (Bedretto),Tessin,Bedrettotal,11.5,519,1076,1476,2281,m,240,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung']","['Panorama', 'See', 'Höhenweg', 'Bergsee']"
94468,Vue-des-Alpes – Tête de Ran – Mont Racine – La Tourne (Jura Höhenweg),Mittelland,Jura &amp; Drei-Seen-Land,12.7,461,613,1131,1438,m,220,T1,"['Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Verpflegung', 'Alp-Beizli', 'Feuerstelle']","['Gipfel', 'Panorama', 'Höhenweg', 'Gratweg', 'Top-Touren']"
83411,Elm – Tschinglenschlucht – Alp Tschinglen,Ostschweiz,Glarnerland,3.9,562,6,960,1516,m,105,T2,"['Jun', 'Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle', 'Alp-BnB']","['Fluss', 'Themenweg', 'Schlucht', 'Naturwunder']"
80832,Schangnau – Wachthubel – Pfyffer – Rämisgumme – Trubschachen,Bern,Emmental,13.6,634,828,730,1414,m,260,T2,"['Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB', 'Hofladen']","['Gipfel', 'Gratweg']"
3374,Dornach-Arlesheim – Ermitage – Schartenflue Gempenturm – Schlosshof – Ruine Dorneck – Dornach-Arlesheim,Nordwest,Basel,11.6,481,481,295,759,m,200,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']",['Gipfel']
3373,San Rocco – Caprino – Cantine di Gandria – Zollmuseum (Luganersee),Tessin,Lugano,4,189,190,271,330,m,75,T1,"['Mai', 'Jun', 'Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['Verpflegung', 'Feuerstelle']","['See', 'Schiff']"
3372,Appenzell – Gontenbad – Gonten,Ostschweiz,Appenzell,6.5,182,65,762,911,m,100,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Themenweg']"
3370,Isone – Cima di Medeglia – Medeglia,Tessin,,9.7,627,671,704,1259,m,205,T2,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']",['Gipfel']
3369,"Wald ZH, Rehazentrum – Bannholz – Chrinnenberg – Farneralp – Sagenraintobel – Wald ZH",Zürich,Zürcher Oberland,9.3,328,610,617,1172,m,170,T1,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Verpflegung', 'Alp-Beizli', 'Feuerstelle']",[]
3368,"Rottenschwil – Flachsee – Bremgarten AG, Reuss Uferweg",Nordwest,Aargau,6.6,88,86,372,402,m,95,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Familie', 'Fluss', 'See', 'Themenweg', 'Flachwandern']"
3367,"Zermatt, Schwarzsee – Stafelalp – Furi (Nordwand Schneeschuh-Trail)",Wallis,Mattertal,7.8,29,751,1861,2588,m,185,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Höhenweg']"
3366,"Zermatt, Riffelalp – Findeln – Riffelalp (Discovery Schneeschuh-Trail)",Wallis,Mattertal,6.2,310,313,2018,2232,m,180,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Panorama', 'Höhenweg']"
3365,Preda (Bergün) – Lai da Palpuogna – Preda Schneeschuhwandern,Graubünden,Albula,4.5,215,216,1778,1975,m,120,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['See']
3363,"Saas-Fee, Schliechtuwald Schneeschuh-Trail",Wallis,Saastal,4.3,133,135,1817,1937,m,105,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Familie']
3364,"Braunwald, Grotzenbühl – Seblengrat – Gumen Winterwandern",Ostschweiz,Glarnerland,4.2,413,70,1559,1907,m,110,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Gratweg']
3362,"Saas-Fee, Hannig Schneeschuh-Trail",Wallis,Saastal,3.2,529,6,1817,2340,m,135,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Panorama']
3361,"Weissmieshütte (Saas-Grund, Saastal) Schneeschuhwandern",Wallis,Saastal,3.3,322,323,2399,2719,m,130,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung']",['Panorama']
3360,Euthal – Sihlsee – Unteriberg Winterwandern,Zentralschweiz,Schwyz,6.2,49,11,889,930,m,110,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],['Verpflegung'],"['See', 'Themenweg', 'Flachwandern']"
3359,"Lenk im Simmental, Bühlberg Schneeschuhwandern",Bern,Simmental,2.4,133,134,1569,1659,m,70,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],['Verpflegung'],"['Familie', 'Panorama']"
3358,"Kandersteg Sunnbüel, Spittelmatte Schneeschuh-Trail",Bern,Kandertal,4.8,199,199,1847,1964,m,125,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],['Verpflegung'],['Panorama']
3357,Kiental – Tschingelsee – Kiental Schneeschuh-Trail,Bern,Kiental,11.5,382,382,922,1203,m,290,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Fluss', 'Tal']"
3356,"Hospental Schneeschuh-Trail (Andermatt, Urserntal)",Zentralschweiz,Urnerland,3.8,152,152,1440,1526,m,100,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama']"
3355,Braunwald – Restaurant Nussbüel – Braunwald,Ostschweiz,Glarnerland,7.3,192,192,1206,1267,m,140,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Themenweg']"
3353,"Flumser Kleinberg (Berghotel Schönhalden), Mädems Schneeschuh-Trail",Ostschweiz,Sarganserland,7.4,386,386,1431,1785,m,210,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",[]
3352,"Flumser Kleinberg (Berghotel Schönhalden), Gampergalt Schneeschuh-Trail",Ostschweiz,Sarganserland,3.5,226,226,1486,1652,m,115,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Familie']
3351,"Meistersrüte – Hoher Hirschberg, Appenzell",Ostschweiz,Appenzell,6.9,276,276,924,1164,m,175,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Gipfel', 'Panorama', 'Schlitteln']"
3350,"Brülisau – Resspass – Fähnerenspitz – Brülisau, Appenzell",Ostschweiz,Appenzell,8.4,611,611,922,1506,m,280,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Gipfel', 'Pass', 'Gratweg']"
3349,"Brülisau – Ruhesitz – Brülisau, Schneeschuhwandern im Appenzell",Ostschweiz,Appenzell,6.5,388,388,922,1279,m,200,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']",['Schlitteln']
3348,"Toggenburg, Hemberg – Gössigenhöchi – Ennetbühl",Ostschweiz,Toggenburg,9.7,672,736,814,1434,m,320,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']",[]
3347,"Wildhaus im Toggenburg, Gamplüt Schneeschuh-Trail",Ostschweiz,Toggenburg,6.6,402,402,1089,1436,m,200,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']",['Schlitteln']
3346,"Atzmännig, Chrüzegg Schneeschuh-Trail",Ostschweiz,,6.8,306,676,819,1314,m,210,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']",[]
3345,"Amden, Arvenbüel – Vorder Höhi Trail",Ostschweiz,,8.8,492,492,1236,1628,m,260,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']",[]
3344,"Stoos, Waldhüttli-Schneeschuhtrail",Zentralschweiz,Schwyz,7.1,347,347,1190,1490,m,200,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Panorama', 'Höhenweg']"
3343,"Stoos Winterwandern, Nühusweidli-Rundweg",Zentralschweiz,Schwyz,4.4,150,149,1220,1350,m,90,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama']"
3342,Buch am Irchel – Irchelturm – Irchel Hochwacht – Teufen ZH (Zürcher Weinland),Zürich,Zürcher Unterland,9.3,227,334,426,692,m,150,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle', 'Hofladen']","['Familie', 'Panorama']"
3340,Seebodenalp – Chänzeli – Rigi Kaltbad-First,Zentralschweiz,Rigi,5,491,74,1018,1464,m,115,T2,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle', 'Alp-BnB']","['Familie', 'Panorama', 'See', 'Themenweg', 'Schiff']"
3339,Immensee – Seebodenalp (Küssnacht am Rigi),Zentralschweiz,Rigi,3.2,570,8,460,1027,m,100,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'Panorama']"
3338,Insel Ufenau im Zürichsee,Zürich,Zürichsee,1.5,22,22,406,415,m,20,T1,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",Rundtour,['Wandern'],['Verpflegung'],"['Familie', 'See', 'Themenweg', 'Flachwandern', 'Schiff']"
3337,"Poschiavo – San Romerio – Viano (Puschlav, Via Valtellina)",Graubünden,Puschlav,16.2,1089,814,1008,1849,m,330,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB']","['Panorama', 'Mehrtagestour']"
3336,"Centovalli, Camedo – Verdasio – Intragna (Via del Mercato)",Tessin,Centovalli,11.4,555,765,338,823,m,225,T2,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Höhenweg', 'Tal']"
3335,Riffenmatt – Schwendelberg – Guggershorn – Guggisberg,Bern,,3,295,262,1083,1295,m,80,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Gipfel', 'Familie', 'Panorama']"
3334,Davos Schatzalp – Strelapass – Heimeli Sapün – Langwies GR,Graubünden,Arosa,11.4,523,1059,1316,2348,m,230,T2,"['Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle', 'Alp-BnB']","['Pass', 'Panorama', 'Mehrtagestour']"
3333,"Immensee Hohle Gasse – Küssnacht a.R. – Weggis, Rigi-Chestene-Weg",Zentralschweiz,Rigi,9.4,364,388,435,577,m,155,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Familie', 'Panorama', 'See', 'Themenweg', 'Schiff']"
3332,Glaubenbergpass – Fürstein – Sewenseeli – Glaubenbergpass,Zentralschweiz,Obwalden,8.9,613,613,1530,2039,m,195,T2,"['Jun', 'Jul', 'Aug', 'Sep', 'Okt']",Rundtour,['Wandern'],"['Verpflegung', 'Alp-Beizli']","['Gipfel', 'Panorama']"
3331,"Bisse du Ro (Suone Ro), Lac de Tseuzier – Crans-Montana",Wallis,Rhonetal,9.2,227,401,1576,1905,m,145,T2,"['Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Themenweg', 'Top-Touren']"
3329,Brienzer Rothorn – Eiseesattel – Arnihaaggen – Berghaus Schönbüel – Glaubenbielen,Bern,Brienzersee,11.6,371,1059,1566,2329,m,215,T3,"['Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Alp-BnB', 'Hofladen']","['Gipfel', 'Panorama', 'Höhenweg', 'Gratweg', 'Mehrtagestour', 'Top-Touren']"
3327,Fisetenpass (Urnerboden) – Gletscherseeli – Klausenpass (Clariden-Höhenweg),Zentralschweiz,Urnerland,9.4,470,531,1947,2176,m,180,T2,"['Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Hofladen']","['Pass', 'Panorama', 'See', 'Höhenweg', 'Gletscher', 'Naturwunder']"
3325,"Val d&#8217;Anniviers, St. Luc (Tignousa) – Hotel Weisshorn – Meidpass – Turtmanntal, Gruben VS",Wallis,,15.1,866,1223,1819,2791,m,320,T2,"['Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Pass', 'Panorama', 'See', 'Mehrtagestour']"
3324,Schynige Platte Panoramaweg,Bern,Jungfrauregion,5.7,316,316,1910,2076,m,110,T2,"['Jul', 'Aug', 'Sep']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Gipfel', 'Panorama', 'Höhenweg', 'Gratweg', 'Top-Touren']"
457,Kiental – Tschingelsee – Griesschlucht – Pochtenalp – Griesalp,Bern,Kiental,7.3,531,67,922,1408,m,145,T1,"['Jun', 'Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli', 'Feuerstelle', 'Alp-BnB']","['Familie', 'Fluss', 'Top-Touren', 'Tal']"
3323,"Lukmanier Pass – Passo delle Colombe – Capanna Cadagno, Val Piora – Lago Ritom / Ritomsee – Piora",Tessin,Leventina,18.1,710,835,1793,2381,m,320,T2,"['Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung']","['Pass', 'Panorama', 'See', 'Mehrtagestour']"
3322,"Campo (Blenio), Bleniotal / Valle di Blenio – Capanna Bovarina – Passo di Gana Negra – Lukmanier Passhöhe",Tessin,Bleniotal,13.3,1273,559,1204,2433,m,305,T2,"['Jul', 'Aug', 'Sep']",A nach B Tour,['Wandern'],"['(SAC-)Hütten', 'Unterkunft', 'Verpflegung']","['Pass', 'Mehrtagestour']"
3321,"Rheinau – Dachsen – Schloss Laufen, Rheinfall",Zürich,Zürcher Unterland,8.6,224,208,353,389,m,135,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Verpflegung', 'Feuerstelle']","['Familie', 'Fluss', 'Schiff', 'Top-Touren']"
3320,"Muggiotal / Valle di Muggio, Muggio – Cabbio – Bruzella – Caneggio – Morbio Superiore – Castel San Pietro",Tessin,,9.9,365,565,328,662,m,170,T1,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Familie', 'Fluss', 'Themenweg', 'Schlucht', 'Naturwunder', 'Top-Touren', 'Tal']"
3318,Cimetta – Cima della Trosa – Capanna Lo Stallone – Cardada,Tessin,Ascona / Locarno,9.1,382,694,1329,1868,m,170,T2,"['Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung']","['Gipfel', 'Panorama']"
3316,Jonen – Kapelle Jonental – Jonen,Nordwest,Aargau,7.2,126,126,397,488,m,110,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",Rundtour,['Wandern'],['Feuerstelle'],"['Familie', 'Fluss', 'Tal']"
3315,Les Prés-d&#8217;Orvin – Mont Sujet – Lamboing – Twannbachschlucht – Twann,Bern,Bielersee,13.6,398,970,433,1382,m,235,T1,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Gipfel', 'Familie', 'Fluss', 'See', 'Themenweg', 'Schlucht', 'Schiff']"
3314,Aathal – Seegräben Juckerhof – Pfäffikersee – Pfäffikon ZH,Zürich,Zürcher Oberland,5.6,93,65,502,566,m,85,T1,"['Jan', 'Feb', 'Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov', 'Dez']",A nach B Tour,['Wandern'],"['Verpflegung', 'Feuerstelle', 'Hofladen']","['Familie', 'See', 'Flachwandern']"
3311,"Thurauen, Flaach – Rüdlingen – Ellikon am Rhein – Flaach",Zürich,Zürcher Unterland,12,75,76,344,361,m,175,T1,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep']",Rundtour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle', 'Hofladen']","['Familie', 'Fluss', 'Themenweg', 'Flachwandern', 'Top-Touren']"
3310,"Buchberg – Rüdlingen – Tössegg – Teufen ZH, Rhein Uferweg Biberpfad",Zürich,Zürcher Unterland,6.4,181,229,344,475,m,105,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Verpflegung', 'Feuerstelle', 'Hofladen']","['Familie', 'Fluss', 'Themenweg', 'Schiff']"
3309,"Krauchthal, Emmental – Fluehüsli – Bantiger – Geristein – Bolligen, Lutzeren",Bern,Emmental,9,477,384,582,947,m,170,T2,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],['Feuerstelle'],"['Gipfel', 'Gratweg', 'Naturwunder']"
3308,"Wasserfallen (Reigoldswil) – Hinteri Egg – Chellenchöpfli – Vogelberg – Passwang – Ramiswil, Alpenblick",Nordwest,Basel,7.8,462,482,904,1201,m,155,T2,"['Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt']",A nach B Tour,['Wandern'],"['Verpflegung', 'Alp-Beizli', 'Feuerstelle']","['Gipfel', 'Pass', 'Panorama', 'Höhenweg', 'Gratweg']"
3307,"Entlebuch – Wolhusen, Emmenuferweg",Zentralschweiz,Entlebuch,8.1,122,229,574,685,m,125,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Familie', 'Fluss']"
3306,"Eglisau – Rheinsfelden – Kaiserstuhl AG, Rheinuferweg ViaRhenana",Nordwest,Aargau,9.3,183,205,333,390,m,145,T1,"['Mar', 'Apr', 'Mai', 'Jun', 'Jul', 'Aug', 'Sep', 'Okt', 'Nov']",A nach B Tour,['Wandern'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']","['Familie', 'Fluss', 'Schiff']"
3305,"Weissenstein (Oberdorf, Solothurn) – Hinter-Weissenstein – Weissenstein",Nordwest,Solothurn,4.6,132,132,1216,1281,m,95,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Alp-Beizli', 'Hofladen']","['Familie', 'Schlitteln']"
3304,"Zermatt Panorama Trail, Rotenboden – Riffelsee – Riffelberg",Wallis,Mattertal,2.7,40,273,2576,2816,m,70,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Höhenweg']"
3303,Sils Maria – Val Fex / Fextal – Sils Maria,Graubünden,Oberengadin,4.7,175,175,1806,1955,m,100,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']",['Familie']
3302,Sils Maria – Silsersee – Muotta da Güvè – Sils Maria,Graubünden,Oberengadin,6.2,287,287,1798,2035,m,180,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Gipfel']
3301,"Corvatsch Lake Trail, (Sils Maria) Furtschellas Mittelstation – Rabgiusa – Furtschellas Mittelstation",Graubünden,Oberengadin,3.5,257,257,2312,2496,m,120,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Höhenweg']"
3300,Simplonpass Schneeschuh-Trail,Wallis,,4.7,238,238,1985,2106,m,135,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",[]
3299,"Visperterminen, Hüoterhüsi Trail",Wallis,Rhonetal,7.8,347,347,1351,1659,m,210,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",['Panorama']
3298,"Visperterminen Panoramatrail, Giw – Gibidumpass – Gibidum – Giw",Wallis,Rhonetal,7.2,454,454,1960,2316,m,225,WT3,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Gipfel', 'Pass', 'Panorama', 'Schlitteln']"
3297,"Blatten bei Naters – Belalp, Holzji-Trail",Wallis,Aletsch,6.6,821,58,1332,2132,m,245,WT3,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']","['Panorama', 'Schlitteln', 'Gletscher']"
3296,Guarda – Alp Sura (Val Tuoi) – Guarda,Graubünden,Unterengadin,5.6,479,479,1654,2118,m,205,WT2,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Schneeschuh'],"['Unterkunft', 'Verpflegung']",[]
3295,Sattel Mostelberg – Biberegg,Zentralschweiz,Schwyz,4.8,88,337,933,1249,m,115,WT1,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Schneeschuh'],"['Unterkunft', 'Verpflegung', 'Feuerstelle']",['Familie']
3294,Rothenthurm – Hochmoor – Steinstoss – Altmatt,Zentralschweiz,Schwyz,5.4,55,58,893,926,m,95,,"['Jan', 'Feb', 'Mar', 'Dez']",A nach B Tour,['Winterwandern'],['Verpflegung'],"['Familie', 'Flachwandern']"
3293,Flims – Flimserwald – Conn – Caumasee – Flims,Graubünden,Surselva,9.8,221,222,958,1100,m,185,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung']","['Familie', 'See', 'Naturwunder', 'Top-Touren', 'Bergsee']"
3292,Elm Ämpächli – Älpli – Munggä Hüttä – Elm Ämpächli,Ostschweiz,Glarnerland,5.2,274,275,1478,1741,m,115,,"['Jan', 'Feb', 'Mar', 'Dez']",Rundtour,['Winterwandern'],"['Unterkunft', 'Verpflegung', 'Alp-Beizli']","['Familie', 'Panorama', 'Schlitteln']"
